========TRIALS AND THEIR SUMS: ========
Trial No:	Trial:		Sum:
=======================================
199		(6,2)		 8
200		(6,5)		 11
201		(1,4)		 5
202		(3,4)		 7
203		(6,2)		 8
204		(6,2)		 8
205		(3,3)		 6
206		(3,1)		 4
207		(5,5)		 10
208		(3,4)		 7
209		(1,5)		 6
210		(4,1)		 5
211		(3,5)		 8
212		(1,4)		 5
213		(1,4)		 5
214		(1,4)		 5
215		(5,4)		 9
216		(3,1)		 4
217		(3,6)		 9
218		(5,4)		 9
219		(2,6)		 8
220		(6,5)		 11
221		(2,6)		 8
222		(4,2)		 6
223		(2,4)		 6
224		(2,6)		 8
225		(5,4)		 9
226		(4,3)		 7
227		(6,3)		 9
228		(1,2)		 3
229		(3,1)		 4
230		(3,4)		 7
231		(1,4)		 5
232		(3,2)		 5
233		(3,1)		 4
234		(1,5)		 6
235		(2,2)		 4
236		(4,6)		 10
237		(6,3)		 9
238		(4,3)		 7
239		(6,1)		 7
240		(3,3)		 6
241		(5,4)		 9
242		(1,4)		 5
243		(5,3)		 8
244		(1,2)		 3
245		(4,2)		 6
246		(4,4)		 8
247		(3,3)		 6
248		(1,4)		 5
249		(6,2)		 8
250		(4,4)		 8
251		(1,3)		 4
252		(3,3)		 6
253		(3,5)		 8
254		(2,5)		 7
255		(2,3)		 5
256		(3,5)		 8
257		(3,5)		 8
258		(1,2)		 3
259		(1,2)		 3
260		(2,3)		 5
261		(5,1)		 6
262		(1,6)		 7
263		(5,3)		 8
264		(1,4)		 5
265		(2,3)		 5
266		(2,6)		 8
267		(6,1)		 7
268		(1,5)		 6
269		(4,4)		 8
270		(5,6)		 11
271		(4,5)		 9
272		(4,5)		 9
273		(5,2)		 7
274		(2,4)		 6
275		(1,6)		 7
276		(3,4)		 7
277		(2,4)		 6
278		(1,1)		 2
279		(6,4)		 10
280		(5,5)		 10
281		(3,5)		 8
282		(1,3)		 4
283		(6,3)		 9
284		(2,3)		 5
285		(5,6)		 11
286		(5,1)		 6
287		(5,2)		 7
288		(3,2)		 5
289		(6,3)		 9
290		(5,5)		 10
291		(5,6)		 11
292		(3,2)		 5
293		(4,6)		 10
294		(4,3)		 7
295		(2,3)		 5
296		(1,3)		 4
297		(2,6)		 8
298		(2,3)		 5
299		(5,6)		 11
300		(4,6)		 10
301		(3,4)		 7
302		(4,5)		 9
303		(2,6)		 8
304		(2,1)		 3
305		(2,6)		 8
306		(4,4)		 8
307		(5,5)		 10
308		(2,6)		 8
309		(3,6)		 9
310		(3,5)		 8
311		(2,6)		 8
312		(1,2)		 3
313		(2,3)		 5
314		(1,6)		 7
315		(4,2)		 6
316		(2,1)		 3
317		(2,2)		 4
318		(4,1)		 5
319		(1,4)		 5
320		(5,6)		 11
321		(4,4)		 8
322		(6,4)		 10
323		(3,2)		 5
324		(5,5)		 10
325		(3,1)		 4
326		(1,4)		 5
327		(6,5)		 11
328		(1,4)		 5
329		(4,4)		 8
330		(1,5)		 6
331		(5,6)		 11
332		(4,4)		 8
333		(4,4)		 8
334		(1,1)		 2
335		(3,3)		 6
336		(2,4)		 6
337		(6,6)		 12
338		(2,4)		 6
339		(3,2)		 5
340		(2,3)		 5
341		(2,6)		 8
342		(1,4)		 5
343		(3,2)		 5
344		(3,1)		 4
345		(5,4)		 9
346		(3,5)		 8
347		(2,1)		 3
348		(4,6)		 10
349		(2,2)		 4
350		(2,3)		 5
351		(6,4)		 10
352		(6,5)		 11
353		(1,4)		 5
354		(5,4)		 9
355		(6,3)		 9
356		(2,4)		 6
357		(1,4)		 5
358		(6,6)		 12
359		(2,5)		 7
360		(1,3)		 4
361		(1,1)		 2
362		(4,6)		 10
363		(5,6)		 11
364		(5,6)		 11
365		(4,5)		 9
366		(2,1)		 3
367		(4,3)		 7
368		(6,3)		 9
369		(6,3)		 9
370		(4,1)		 5
371		(4,6)		 10
372		(1,3)		 4
373		(3,1)		 4
374		(6,4)		 10
375		(3,6)		 9
376		(5,1)		 6
377		(2,3)		 5
378		(5,4)		 9
379		(3,5)		 8
380		(6,5)		 11
381		(2,4)		 6
382		(6,5)		 11
383		(1,3)		 4
384		(3,6)		 9
385		(4,1)		 5
386		(2,2)		 4
387		(4,4)		 8
388		(5,1)		 6
389		(5,1)		 6
390		(4,3)		 7
391		(1,1)		 2
392		(3,3)		 6
393		(2,6)		 8
394		(3,2)		 5
395		(3,1)		 4
396		(1,5)		 6
397		(1,5)		 6
398		(4,2)		 6
399		(5,5)		 10
400		(3,5)		 8
401		(3,1)		 4
402		(5,2)		 7
403		(4,2)		 6
404		(4,5)		 9
405		(5,3)		 8
406		(1,6)		 7
407		(4,6)		 10
408		(2,5)		 7
409		(1,1)		 2
410		(6,5)		 11
411		(5,2)		 7
412		(2,5)		 7
413		(6,6)		 12
414		(1,4)		 5
415		(6,3)		 9
416		(4,3)		 7
417		(3,1)		 4
418		(4,1)		 5
419		(1,3)		 4
420		(4,1)		 5
421		(3,5)		 8
422		(1,3)		 4
423		(4,6)		 10
424		(5,1)		 6
425		(1,5)		 6
426		(1,5)		 6
427		(2,5)		 7
428		(5,3)		 8
429		(4,1)		 5
430		(1,2)		 3
431		(4,2)		 6
432		(6,4)		 10
433		(5,2)		 7
434		(5,2)		 7
435		(1,3)		 4
436		(3,1)		 4
437		(5,5)		 10
438		(1,4)		 5
439		(5,2)		 7
440		(4,1)		 5
441		(6,2)		 8
442		(6,5)		 11
443		(4,4)		 8
444		(6,2)		 8
445		(5,1)		 6
446		(4,6)		 10
447		(2,5)		 7
448		(3,2)		 5
449		(3,1)		 4
450		(3,2)		 5
451		(1,2)		 3
452		(3,2)		 5
453		(6,4)		 10
454		(3,4)		 7
455		(2,6)		 8
456		(5,4)		 9
457		(6,1)		 7
458		(1,5)		 6
459		(2,3)		 5
460		(5,3)		 8
461		(3,1)		 4
462		(6,6)		 12
463		(4,6)		 10
464		(5,6)		 11
465		(4,6)		 10
466		(3,4)		 7
467		(5,1)		 6
468		(2,5)		 7
469		(3,3)		 6
470		(6,5)		 11
471		(5,6)		 11
472		(6,6)		 12
473		(2,5)		 7
474		(6,1)		 7
475		(6,3)		 9
476		(4,5)		 9
477		(1,5)		 6
478		(5,6)		 11
479		(3,4)		 7
480		(2,3)		 5
481		(4,6)		 10
482		(2,3)		 5
483		(5,4)		 9
484		(5,4)		 9
485		(1,4)		 5
486		(4,6)		 10
487		(2,6)		 8
488		(5,4)		 9
489		(3,3)		 6
490		(6,5)		 11
491		(1,5)		 6
492		(3,4)		 7
493		(1,6)		 7
494		(6,2)		 8
495		(4,6)		 10
496		(1,5)		 6
497		(5,4)		 9
498		(2,2)		 4
499		(1,1)		 2
500		(1,3)		 4
501		(4,6)		 10
502		(4,4)		 8
503		(2,1)		 3
504		(3,4)		 7
505		(1,4)		 5
506		(1,3)		 4
507		(1,2)		 3
508		(6,1)		 7
509		(3,1)		 4
510		(5,4)		 9
511		(5,5)		 10
512		(4,4)		 8
513		(4,3)		 7
514		(4,1)		 5
515		(6,3)		 9
516		(4,1)		 5
517		(4,4)		 8
518		(2,3)		 5
519		(5,5)		 10
520		(2,2)		 4
521		(2,5)		 7
522		(3,5)		 8
523		(4,5)		 9
524		(5,1)		 6
525		(6,5)		 11
526		(2,2)		 4
527		(4,2)		 6
528		(3,1)		 4
529		(1,6)		 7
530		(2,2)		 4
531		(4,5)		 9
532		(1,1)		 2
533		(6,3)		 9
534		(5,5)		 10
535		(2,4)		 6
536		(2,1)		 3
537		(1,2)		 3
538		(2,4)		 6
539		(4,5)		 9
540		(2,5)		 7
541		(2,5)		 7
542		(1,6)		 7
543		(6,3)		 9
544		(2,2)		 4
545		(3,1)		 4
546		(4,3)		 7
547		(4,4)		 8
548		(1,1)		 2
549		(1,2)		 3
550		(6,5)		 11
551		(6,5)		 11
552		(4,5)		 9
553		(5,6)		 11
554		(3,1)		 4
555		(4,2)		 6
556		(3,1)		 4
557		(4,2)		 6
558		(2,2)		 4
559		(5,5)		 10
560		(1,1)		 2
561		(4,4)		 8
562		(2,5)		 7
563		(4,3)		 7
564		(2,6)		 8
565		(5,5)		 10
566		(5,1)		 6
567		(6,2)		 8
568		(5,2)		 7
569		(6,3)		 9
570		(5,1)		 6
571		(3,2)		 5
572		(6,6)		 12
573		(3,4)		 7
574		(1,1)		 2
575		(4,6)		 10
576		(1,3)		 4
577		(3,1)		 4
578		(2,1)		 3
579		(2,6)		 8
580		(3,5)		 8
581		(6,4)		 10
582		(4,5)		 9
583		(5,4)		 9
584		(5,5)		 10
585		(2,3)		 5
586		(6,4)		 10
587		(5,5)		 10
588		(6,5)		 11
589		(2,2)		 4
590		(1,6)		 7
591		(6,6)		 12
592		(6,2)		 8
593		(1,4)		 5
594		(5,1)		 6
595		(1,1)		 2
596		(3,5)		 8
597		(2,1)		 3
598		(2,1)		 3
599		(6,6)		 12
600		(1,3)		 4
601		(3,3)		 6
602		(4,3)		 7
603		(4,4)		 8
604		(5,3)		 8
605		(1,4)		 5
606		(2,2)		 4
607		(5,1)		 6
608		(2,3)		 5
609		(4,6)		 10
610		(1,3)		 4
611		(2,1)		 3
612		(6,3)		 9
613		(5,2)		 7
614		(4,4)		 8
615		(5,4)		 9
616		(4,5)		 9
617		(6,5)		 11
618		(2,3)		 5
619		(5,6)		 11
620		(1,3)		 4
621		(3,2)		 5
622		(6,3)		 9
623		(3,3)		 6
624		(1,2)		 3
625		(1,4)		 5
626		(3,2)		 5
627		(1,3)		 4
628		(4,4)		 8
629		(3,4)		 7
630		(4,5)		 9
631		(4,2)		 6
632		(2,6)		 8
633		(1,1)		 2
634		(4,4)		 8
635		(2,4)		 6
636		(6,5)		 11
637		(2,4)		 6
638		(2,2)		 4
639		(2,3)		 5
640		(3,6)		 9
641		(5,1)		 6
642		(5,5)		 10
643		(2,1)		 3
644		(5,1)		 6
645		(6,6)		 12
646		(1,6)		 7
647		(6,5)		 11
648		(4,5)		 9
649		(4,6)		 10
650		(5,6)		 11
651		(1,1)		 2
652		(1,5)		 6
653		(2,6)		 8
654		(5,4)		 9
655		(5,1)		 6
656		(6,6)		 12
657		(1,3)		 4
658		(3,1)		 4
659		(1,6)		 7
660		(3,5)		 8
661		(5,2)		 7
662		(5,6)		 11
663		(6,3)		 9
664		(3,3)		 6
665		(6,5)		 11
666		(2,4)		 6
667		(2,3)		 5
668		(2,4)		 6
669		(1,2)		 3
670		(1,2)		 3
671		(6,2)		 8
672		(4,5)		 9
673		(3,5)		 8
674		(3,5)		 8
675		(2,6)		 8
676		(3,3)		 6
677		(5,4)		 9
678		(2,2)		 4
679		(2,1)		 3
680		(2,1)		 3
681		(5,1)		 6
682		(5,4)		 9
683		(6,2)		 8
684		(3,4)		 7
685		(1,3)		 4
686		(2,5)		 7
687		(3,5)		 8
688		(2,3)		 5
689		(1,1)		 2
690		(6,3)		 9
691		(3,4)		 7
692		(1,4)		 5
693		(2,1)		 3
694		(6,4)		 10
695		(6,3)		 9
696		(6,2)		 8
697		(1,4)		 5
698		(4,5)		 9
699		(4,4)		 8
700		(4,2)		 6
701		(4,3)		 7
702		(1,4)		 5
703		(1,6)		 7
704		(6,3)		 9
705		(6,3)		 9
706		(5,6)		 11
707		(4,3)		 7
708		(1,6)		 7
709		(1,6)		 7
710		(1,1)		 2
711		(2,3)		 5
712		(4,2)		 6
713		(1,1)		 2
714		(3,3)		 6
715		(3,6)		 9
716		(5,3)		 8
717		(6,3)		 9
718		(3,3)		 6
719		(2,6)		 8
720		(4,2)		 6
721		(4,3)		 7
722		(2,2)		 4
723		(5,4)		 9
724		(5,6)		 11
725		(6,4)		 10
726		(2,1)		 3
727		(3,2)		 5
728		(4,6)		 10
729		(5,4)		 9
730		(1,4)		 5
731		(5,2)		 7
732		(1,5)		 6
733		(3,6)		 9
734		(1,6)		 7
735		(4,3)		 7
736		(3,2)		 5
737		(6,6)		 12
738		(3,3)		 6
739		(6,4)		 10
740		(4,3)		 7
741		(6,3)		 9
742		(2,1)		 3
743		(5,5)		 10
744		(4,3)		 7
745		(3,3)		 6
746		(5,6)		 11
747		(1,4)		 5
748		(1,1)		 2
749		(5,5)		 10
750		(3,5)		 8
751		(3,2)		 5
752		(2,1)		 3
753		(1,4)		 5
754		(6,5)		 11
755		(2,6)		 8
756		(5,3)		 8
757		(6,2)		 8
758		(3,6)		 9
759		(6,6)		 12
760		(5,5)		 10
761		(2,4)		 6
762		(3,5)		 8
763		(3,1)		 4
764		(5,1)		 6
765		(2,6)		 8
766		(3,1)		 4
767		(3,6)		 9
768		(3,5)		 8
769		(2,6)		 8
770		(5,1)		 6
771		(4,1)		 5
772		(2,6)		 8
773		(6,1)		 7
774		(2,5)		 7
775		(2,1)		 3
776		(6,2)		 8
777		(6,1)		 7
778		(1,3)		 4
779		(5,1)		 6
780		(2,4)		 6
781		(3,1)		 4
782		(5,6)		 11
783		(6,4)		 10
784		(3,4)		 7
785		(1,1)		 2
786		(6,3)		 9
787		(2,6)		 8
788		(6,2)		 8
789		(5,5)		 10
790		(2,1)		 3
791		(5,5)		 10
792		(4,4)		 8
793		(1,2)		 3
794		(1,6)		 7
795		(6,4)		 10
796		(6,3)		 9
797		(2,2)		 4
798		(5,2)		 7
799		(2,6)		 8
800		(6,2)		 8
801		(2,1)		 3
802		(6,3)		 9
803		(3,3)		 6
804		(6,3)		 9
805		(1,4)		 5
806		(3,2)		 5
807		(2,6)		 8
808		(3,6)		 9
809		(1,6)		 7
810		(6,5)		 11
811		(6,5)		 11
812		(2,5)		 7
813		(6,3)		 9
814		(2,4)		 6
815		(2,4)		 6
816		(2,4)		 6
817		(3,2)		 5
818		(5,1)		 6
819		(3,1)		 4
820		(6,4)		 10
821		(2,5)		 7
822		(6,6)		 12
823		(2,1)		 3
824		(4,4)		 8
825		(1,4)		 5
826		(3,5)		 8
827		(3,3)		 6
828		(3,3)		 6
829		(3,5)		 8
830		(6,4)		 10
831		(1,6)		 7
832		(5,5)		 10
833		(6,6)		 12
834		(5,1)		 6
835		(4,6)		 10
836		(6,6)		 12
837		(2,1)		 3
838		(6,4)		 10
839		(2,3)		 5
840		(4,2)		 6
841		(5,6)		 11
842		(2,6)		 8
843		(6,6)		 12
844		(6,5)		 11
845		(3,2)		 5
846		(4,3)		 7
847		(5,4)		 9
848		(1,5)		 6
849		(4,4)		 8
850		(5,1)		 6
851		(1,2)		 3
852		(2,6)		 8
853		(5,6)		 11
854		(5,1)		 6
855		(5,6)		 11
856		(2,1)		 3
857		(3,4)		 7
858		(2,6)		 8
859		(4,5)		 9
860		(5,1)		 6
861		(2,1)		 3
862		(5,3)		 8
863		(2,2)		 4
864		(1,2)		 3
865		(4,1)		 5
866		(2,5)		 7
867		(3,4)		 7
868		(2,6)		 8
869		(1,3)		 4
870		(2,4)		 6
871		(1,2)		 3
872		(1,2)		 3
873		(6,2)		 8
874		(5,4)		 9
875		(5,5)		 10
876		(6,5)		 11
877		(1,1)		 2
878		(4,5)		 9
879		(6,1)		 7
880		(4,4)		 8
881		(4,4)		 8
882		(2,2)		 4
883		(4,4)		 8
884		(6,3)		 9
885		(2,5)		 7
886		(2,2)		 4
887		(2,6)		 8
888		(1,1)		 2
889		(3,2)		 5
890		(2,6)		 8
891		(2,4)		 6
892		(1,5)		 6
893		(1,3)		 4
894		(2,6)		 8
895		(4,4)		 8
896		(2,5)		 7
897		(6,5)		 11
898		(6,6)		 12
899		(5,3)		 8
900		(3,3)		 6
901		(6,2)		 8
902		(5,6)		 11
903		(5,2)		 7
904		(5,2)		 7
905		(5,5)		 10
906		(2,1)		 3
907		(1,1)		 2
908		(5,5)		 10
909		(5,1)		 6
910		(1,6)		 7
911		(5,5)		 10
912		(5,1)		 6
913		(3,5)		 8
914		(5,3)		 8
915		(2,3)		 5
916		(1,5)		 6
917		(4,2)		 6
918		(4,1)		 5
919		(1,3)		 4
920		(3,3)		 6
921		(2,5)		 7
922		(4,3)		 7
923		(3,6)		 9
924		(1,5)		 6
925		(3,4)		 7
926		(3,3)		 6
927		(3,3)		 6
928		(3,3)		 6
929		(5,4)		 9
930		(1,5)		 6
931		(3,3)		 6
932		(4,6)		 10
933		(6,6)		 12
934		(4,6)		 10
935		(1,4)		 5
936		(5,4)		 9
937		(3,1)		 4
938		(3,1)		 4
939		(3,2)		 5
940		(4,6)		 10
941		(2,1)		 3
942		(6,2)		 8
943		(2,2)		 4
944		(1,6)		 7
945		(1,5)		 6
946		(5,4)		 9
947		(3,5)		 8
948		(5,4)		 9
949		(1,4)		 5
950		(5,1)		 6
951		(1,5)		 6
952		(6,1)		 7
953		(5,5)		 10
954		(5,6)		 11
955		(2,4)		 6
956		(1,6)		 7
957		(6,5)		 11
958		(5,5)		 10
959		(2,6)		 8
960		(6,1)		 7
961		(4,4)		 8
962		(2,5)		 7
963		(3,1)		 4
964		(4,4)		 8
965		(5,3)		 8
966		(1,3)		 4
967		(4,2)		 6
968		(1,5)		 6
969		(5,5)		 10
970		(3,6)		 9
971		(3,1)		 4
972		(5,6)		 11
973		(3,3)		 6
974		(5,2)		 7
975		(2,5)		 7
976		(4,5)		 9
977		(2,3)		 5
978		(2,6)		 8
979		(1,1)		 2
980		(2,5)		 7
981		(6,2)		 8
982		(5,5)		 10
983		(6,3)		 9
984		(6,4)		 10
985		(5,3)		 8
986		(1,2)		 3
987		(4,1)		 5
988		(1,6)		 7
989		(4,5)		 9
990		(6,1)		 7
991		(1,3)		 4
992		(1,1)		 2
993		(4,5)		 9
994		(1,6)		 7
995		(5,6)		 11
996		(4,4)		 8
997		(5,2)		 7
998		(4,3)		 7
999		(2,4)		 6
1000		(2,3)		 5
===========FREQUENCY TABLE: ===========
=======================================
Number:		Frequency:
2			34
3			52
4			89
5			121
6			135
7			141
8			149
9			107
10			86
11			60
12			26
=============STATISTICS: ==============
=======================================
Mean:	Median:		Mode:	 Mode Count:
6.969	7.0		8	 149
		
